rowid,profId,univId,profDept,Class,Easiness,Helpfulness,Clarity,RaterInterest
561,78210,825,Psychology,Psych101,4,5,4,4
562,78210,825,Psychology,psych101,2,5,5,4
563,78210,825,Psychology,psy101,4,5,5,5
564,78210,825,Psychology,Psych101,4,5,5,4
565,78210,825,Psychology,Psych101,4,5,5,5
566,78210,825,Psychology,Psyc101,3,4,4,3
567,78210,825,Psychology,psych101,1,3,4,1
568,78210,825,Psychology,Psych101,4,5,5,3
569,78210,825,Psychology,Psych101,2,3,5,2
570,78210,825,Psychology,PSYCH101,3,3,5,3
571,78210,825,Psychology,Psych101,4,5,5,3
572,78210,825,Psychology,Psych101,3,5,5,2
573,78210,825,Psychology,psych101,4,4,4,4
574,78210,825,Psychology,Psych101,3,1,3,3
575,78210,825,Psychology,Psych101,4,4,4,4
576,78210,825,Psychology,Psych101,5,5,5,4
577,78210,825,Psychology,PSYCH101,5,3,4,4
578,78210,825,Psychology,Psych101,4,5,5,4
579,78210,825,Psychology,Psych101,4,5,5,4
580,78210,825,Psychology,Psy101,3,5,5,2
581,78210,825,Psychology,PSY101,2,3,5,4
582,78210,825,Psychology,Psych101,3,4,4,4
583,78210,825,Psychology,Psych101,1,1,5,5
584,78210,825,Psychology,psych101,4,5,4,2
585,78210,825,Psychology,Psych101,4,4,5,1
586,78210,825,Psychology,PSYCH101,3,5,5,5
587,78210,825,Psychology,PSYCH101,4,4,5,4
588,78210,825,Psychology,GenPsyc,1,5,5,4
589,78210,825,Psychology,PSYCH101,5,4,5,3
590,78210,825,Psychology,PSYCH101,4,4,5,4
591,78210,825,Psychology,psych101,4,5,5,3
592,78210,825,Psychology,PSYCH101,2,4,4,2
593,78210,825,Psychology,PSY101,2,3,2,3
594,78210,825,Psychology,Psych101,4,4,5,4
595,78210,825,Psychology,PSYC305,3,5,5,5
596,78210,825,Psychology,PSYCH101,3,5,4,5
597,78210,825,Psychology,Psych101,4,2,5,5
598,78210,825,Psychology,psych101,4,5,5,5
599,78210,825,Psychology,PSYCH101,2,5,5,3
600,78210,825,Psychology,PSYCH101,4,5,4,4
601,78210,825,Psychology,psych101,3,5,5,3
602,78210,825,Psychology,psych101,4,5,5,5
603,78210,825,Psychology,Psych101,4,5,5,3
604,78210,825,Psychology,psych101,4,5,5,5
605,78210,825,Psychology,Cognition,4,5,5,3
606,78210,825,Psychology,Cognition,3,5,5,5
607,78210,825,Psychology,Cognition,3,3,4,3
608,78210,825,Psychology,Cognition,5,5,4,3
609,78210,825,Psychology,Cognition,3,5,5,5
610,78210,825,Psychology,Cognition,4,5,5,5
611,78210,825,Psychology,cognition,3,4,4,3
612,78210,825,Psychology,Cognition,3,5,5,3
613,78210,825,Psychology,"Gen Psych 101",5,5,5,5
614,78210,825,Psychology,Cognition,4,5,5,4
615,78210,825,Psychology,Cognition,3,5,5,4
616,78210,825,Psychology,Cognition,4,5,5,5
617,78210,825,Psychology,"pysch 101",3,5,5,4
618,78210,825,Psychology,"General psych",4,4,5,5
619,78210,825,Psychology,"General Psych",5,5,5,5
620,78210,825,Psychology,cognition,3,5,5,4
621,78210,825,Psychology,"101 & Cognition",4,5,4,4
622,78210,825,Psychology,cognition,3,5,5,3
623,78210,825,Psychology,Cognition,5,5,5,4
624,78210,825,Psychology,"COG 830",2,4,4,1
625,78210,825,Psychology,"PSYCH 101",4,3,5,3
626,78210,825,Psychology,"gen psych 101",3,2,3,2
627,78210,825,Psychology,Cognition,5,5,4,3
628,78210,825,Psychology,cognition,3,3,3,3
629,78210,825,Psychology,"gen psych 101",4,5,5,2
630,78210,825,Psychology,"General Psych",4,5,5,4
631,78210,825,Psychology,"Gen Psych 101",5,5,5,4
632,78210,825,Psychology,"PSY 101",5,2,5,5
633,78210,825,Psychology,"Gen Psych",3,3,3,4
634,78210,825,Psychology,"gen psych",4,4,5,4
635,78210,825,Psychology,"Psych 101",4,5,5,4
636,78210,825,Psychology,"Psych 101",5,5,5,3
637,78210,825,Psychology,"pysch 101",4,5,5,5
638,78210,825,Psychology,"Psych 101",2,2,3,4
639,78210,825,Psychology,Cognition,2,5,5,5
640,78210,825,Psychology,"Gen. Psych",5,5,5,4
641,78210,825,Psychology,"Gen. Pysch",4,4,4,4
642,78210,825,Psychology,"general psych",1,3,4,2
643,78210,825,Psychology,"Psych 101",3,5,5,5
644,78210,825,Psychology,cognition,4,5,5,5
645,78210,825,Psychology,"gen psych",3,3,5,3
646,78210,825,Psychology,cognition,4,5,5,5
647,78210,825,Psychology,"general psych",4,4,5,4
648,78210,825,Psychology,cognition,5,5,5,5
649,78210,825,Psychology,Cognition,3,5,5,3
650,78210,825,Psychology,"intro to psych",4,4,4,3
651,78210,825,Psychology,Cognition,5,5,5,3
652,78210,825,Psychology,Cognition,5,5,5,1
653,78210,825,Psychology,"general Psych",1,4,4,3
654,78210,825,Psychology,"Psych 101",3,4,5,4
655,78210,825,Psychology,psy101,4,4,5,4
656,78210,825,Psychology,"gen psych",2,4,5,3
657,78210,825,Psychology,"Gen Psy",4,5,5,3
658,78210,825,Psychology,"PSY 101",4,3,4,4
659,78210,825,Psychology,Cognition,5,5,5,4
660,78210,825,Psychology,"Gen Psych",3,5,4,3
661,78210,825,Psychology,"Gen Psych",4,1,3,3
662,78210,825,Psychology,Cognition,1,2,5,5
663,78210,825,Psychology,"psych 101",5,5,5,5
664,78210,825,Psychology,"gen psych 101",4,5,5,4
665,78210,825,Psychology,"gen psych",5,1,4,5
666,78210,825,Psychology,Cognition,3,4,4,2
667,78210,825,Psychology,psych101,2,2,3,2
668,78210,825,Psychology,Cognition,3,5,5,4
669,78210,825,Psychology,"Gen psych",3,3,4,5
670,78210,825,Psychology,"psych 101",3,4,4,4
671,78210,825,Psychology,"PSYCH 101",4,3,4,3
672,78210,825,Psychology,"gen psych 101",2,3,3,3
673,78210,825,Psychology,"Psych 101",3,4,5,4
674,78210,825,Psychology,"psych 101",2,4,3,1
675,78210,825,Psychology,psych-101,2,1,1,4
676,78210,825,Psychology,Cognition,1,1,1,1
677,78210,825,Psychology,Cog,2,4,3,3
678,78210,825,Psychology,general,3,2,3,4
679,78210,825,Psychology,psych101,3,4,5,5
680,78210,825,Psychology,Cognition,4,5,5,5
681,78210,825,Psychology,psych101,2,2,3,3
682,78210,825,Psychology,"pych 101",3,1,1,2
683,78210,825,Psychology,Psychology,4,3,3,1
684,78210,825,Psychology,Cognition,4,5,5,4
685,78210,825,Psychology,cognition,4,5,5,4
686,78210,825,Psychology,Cog.,3,5,5,5
687,78210,825,Psychology,"Intro Psyc",4,5,5,4
688,15782,825,Psychology,PSYC39,4,5,5,4
689,15782,825,Psychology,intrP999,5,5,5,2
690,15782,825,Psychology,SYS393,5,5,5,5
691,15782,825,Psychology,ABPSY000,3,4,5,4
692,15782,825,Psychology,PSYCH101,5,5,5,4
693,15782,825,Psychology,intropsy,3,3,3,5
694,15782,825,Psychology,PSYCH340,3,5,5,3
695,15782,825,Psychology,PSYCH101,3,5,5,5
696,15782,825,Psychology,Psych101,2,2,3,4
697,15782,825,Psychology,ABno340,3,1,3,4
698,15782,825,Psychology,Pysch101,5,3,3,3
699,15782,825,Psychology,Sys343,4,2,3,4
700,15782,825,Psychology,PSYCH101,4,4,5,4
701,15782,825,Psychology,Psych101,4,4,4,3
702,15782,825,Psychology,Psy101,5,5,5,4
703,15782,825,Psychology,SystmPsyt,4,3,3,3
704,15782,825,Psychology,Psych101,4,4,5,4
705,15782,825,Psychology,Psych101,4,2,4,5
706,15782,825,Psychology,PsychSem,5,5,5,5
707,15782,825,Psychology,PSYCH101,5,4,4,2
708,15782,825,Psychology,Psych101,5,4,3,5
709,15782,825,Psychology,Psych101,3,4,4,4
710,15782,825,Psychology,Psych101,4,5,5,4
711,15782,825,Psychology,systm830,5,5,4,5
712,15782,825,Psychology,AbP340,4,4,4,5
713,15782,825,Psychology,syste394,5,5,5,4
714,15782,825,Psychology,Syst393,4,5,4,4
715,15782,825,Psychology,Psych393,5,4,4,1
716,15782,825,Psychology,ABNPSYC,3,3,3,4
717,15782,825,Psychology,ABNRM340,2,2,3,4
718,15782,825,Psychology,Psyc393,4,5,4,5
719,15782,825,Psychology,Psych340,2,3,3,5
720,15782,825,Psychology,ABNPSYC,4,3,5,5
721,15782,825,Psychology,ABPSY360,3,1,4,4
722,15782,825,Psychology,AbnorPsyc,4,5,4,5
723,15782,825,Psychology,PSY344,2,1,2,4
724,15782,825,Psychology,AbP340,5,5,5,5
725,15782,825,Psychology,PSY340,5,3,5,4
726,15782,825,Psychology,psych101,3,4,5,5
727,15782,825,Psychology,Psy101,4,3,4,4
728,15782,825,Psychology,Psych101,3,5,5,3
729,15782,825,Psychology,Psych340,4,5,5,4
730,15782,825,Psychology,psych101,4,2,4,4
731,15782,825,Psychology,SYSPSY,5,5,5,5
732,15782,825,Psychology,Psych101,3,5,5,4
733,15782,825,Psychology,psych101,4,3,5,4
734,15782,825,Psychology,Pysch451,4,5,5,5
735,15782,825,Psychology,PSYCH363,2,5,4,3
736,15782,825,Psychology,psych101,3,5,5,4
737,15782,825,Psychology,Psych340,4,5,5,5
738,15782,825,Psychology,psyc101,3,5,5,3
739,15782,825,Psychology,Psych393,5,1,1,3
740,15782,825,Psychology,Abnormal,4,3,3,4
741,15782,825,Psychology,Psych340,2,1,3,4
742,15782,825,Psychology,AbnorPsyc,4,4,4,4
743,15782,825,Psychology,ABN340,1,1,3,3
744,15782,825,Psychology,psyc300,2,5,5,5
745,15782,825,Psychology,psych340,4,4,5,5
746,15782,825,Psychology,PSYCH340,3,1,4,4
747,15782,825,Psychology,PsychAB,5,4,4,4
748,15782,825,Psychology,abnor340,5,5,4,4
749,15782,825,Psychology,psych101,2,2,3,2
750,15782,825,Psychology,Abnor340,4,3,4,3
751,15782,825,Psychology,AbnorTher,5,5,5,5
752,15782,825,Psychology,PsycGen,4,5,5,2
753,15782,825,Psychology,psych101,3,5,4,5
754,15782,825,Psychology,PSYCH101,2,3,3,4
755,15782,825,Psychology,AbnorPsyc,5,5,5,5
756,15782,825,Psychology,AbnorPsyc,5,5,5,5
757,15782,825,Psychology,PsychSECT,5,5,5,3
758,15782,825,Psychology,Psych101,3,3,3,3
759,15782,825,Psychology,GenPsyc,4,5,5,4
760,15782,825,Psychology,Psych101,5,5,4,4
761,15782,825,Psychology,Psych830,5,5,5,5
762,15782,825,Psychology,Abnorpsyc,4,4,5,2
763,15782,825,Psychology,syst393,4,5,5,5
764,15782,825,Psychology,gen101,4,5,5,3
765,15782,825,Psychology,Psych340,5,3,3,4
766,15782,825,Psychology,PsychAbno,3,1,4,4
767,15782,825,Psychology,SystmPsyc,2,2,4,3
768,15782,825,Psychology,Systpsyc,2,2,2,4
769,15782,825,Psychology,PsychSECT,1,1,1,5
770,15782,825,Psychology,Psych340,1,1,2,2
771,15782,825,Psychology,PSY340,5,4,4,5
772,15782,825,Psychology,PSY340,3,2,3,4
773,15782,825,Psychology,Psychther,3,3,2,1
774,15782,825,Psychology,Psych340,5,5,5,4
775,15782,825,Psychology,psych340,3,1,1,4
776,15782,825,Psychology,psych101,3,5,5,5
777,15782,825,Psychology,Psych101,4,5,5,5
778,15782,825,Psychology,psych101,4,5,4,5
779,15782,825,Psychology,Psych101,4,5,5,5
780,15782,825,Psychology,abnor340,4,5,5,5
781,15782,825,Psychology,"Abnormal Psych",4,2,4,4
782,15782,825,Psychology,"psychology 101",2,1,1,5
783,15782,825,Psychology,"Ab. Psych.",4,4,4,5
784,15782,825,Psychology,"Abnormal Psych",3,3,4,4
785,15782,825,Psychology,"Abnormal Psych",4,5,5,5
786,15782,825,Psychology,"Systems of Psyc",5,5,5,5
787,15782,825,Psychology,"Abnormal Psych",3,4,5,5
788,15782,825,Psychology,"Abnormal Psyc",4,5,5,5
789,15782,825,Psychology,"abnormal psych",4,4,5,5
790,15782,825,Psychology,"Abnormal Psych",4,5,5,5
791,15782,825,Psychology,"General Psych",4,2,2,5
792,15782,825,Psychology,"Ab and Systems",4,3,5,5
793,15782,825,Psychology,psych101/a-bnor,5,5,5,5
794,15782,825,Psychology,"princ. Abpsych",3,5,5,4
795,15782,825,Psychology,"General Psych",4,4,5,1
796,15782,825,Psychology,"Gen. Psych.",2,3,3,3
797,15782,825,Psychology,"Psych 101",5,5,5,5
798,15782,825,Psychology,"Abn./Clin. Sem.",4,5,5,4
799,15782,825,Psychology,"psychology 101",5,1,4,5
800,15782,825,Psychology,"Psych 101",4,3,5,5
801,15782,825,Psychology,Psychology-101,2,1,1,5
802,15782,825,Psychology,Psych,3,5,5,5
803,15782,825,Psychology,"Gen Psych 101",2,5,5,5
804,15782,825,Psychology,"Abnormal Psych",4,5,5,3
805,15782,825,Psychology,"ALL his classes",4,5,5,3
806,15782,825,Psychology,psychology,3,5,5,5
807,15782,825,Psychology,"Gen. Psych.",3,4,5,4
808,15782,825,Psychology,"Gen Pysch",1,3,3,3
809,15782,825,Psychology,abnormal,1,1,1,1
810,15782,825,Psychology,"Gen Psych",3,2,4,3
811,15782,825,Psychology,"General Psych",5,4,5,4
812,15782,825,Psychology,abnormal,1,1,1,5
813,15782,825,Psychology,abnormal,1,1,1,5
814,15782,825,Psychology,"gen psych",3,3,3,4
815,15782,825,Psychology,Systems/Ab-norm,5,5,5,4
816,15782,825,Psychology,"psychother syst",5,3,4,1
817,15782,825,Psychology,Methods,2,1,1,1
818,15782,825,Psychology,GENERAL,3,3,5,4
819,15782,825,Psychology,"sys. of psycho",5,5,5,3
820,15782,825,Psychology,"abnor & systems",5,5,5,5
821,15782,825,Psychology,"abn and systems",4,5,5,5
822,15782,825,Psychology,"Abnormal psych",4,4,5,5
823,15782,825,Psychology,abnormal,5,4,4,5
824,15782,825,Psychology,SYSTEMS,4,5,5,5
825,15782,825,Psychology,"Gen. & Abnormal",5,5,5,5
826,15782,825,Psychology,abnormal,5,4,5,4
827,15782,825,Psychology,"Gen. and Abnrml",5,4,5,5
828,15782,825,Psychology,psy101,3,3,3,3
829,15782,825,Psychology,"abnormal psych",1,1,1,1
830,15782,825,Psychology,"Abnormal Psych.",3,4,4,4
831,15782,825,Psychology,systems,4,5,5,5
832,15782,825,Psychology,Systems/Ab-norma,3,4,4,2
833,15782,825,Psychology,Abnormal,4,5,5,5
834,15782,825,Psychology,"gen psych",4,5,5,5
835,15782,825,Psychology,Systems,4,5,5,4
836,15782,825,Psychology,"psych 101",3,5,4,4
837,15782,825,Psychology,"Gen Psych",3,3,5,3
838,15782,825,Psychology,Systems,4,4,4,5
839,15782,825,Psychology,"Ab Psych",4,4,4,4
840,15782,825,Psychology,"Gen, Abn. Psych",3,5,5,3
841,15782,825,Psychology,"gen. psych",3,3,4,3
842,15782,825,Psychology,"Abnormal Psych",3,4,4,5
843,15782,825,Psychology,Psychology,3,2,5,5
844,15782,825,Psychology,"General Psyche",5,4,5,3
845,15782,825,Psychology,systems,5,5,5,5
846,15782,825,Psychology,"intro to psych",5,4,5,4
847,15782,825,Psychology,"gen psych",4,1,1,4
848,15782,825,Psychology,"general psych.",5,5,5,5
849,15782,825,Psychology,"psych 101",4,5,4,4
850,15782,825,Psychology,"Gen. Psych",4,5,5,5
851,15782,825,Psychology,"Abnormal Psych",3,4,4,5
852,15782,825,Psychology,"Gen Psych",5,5,5,5
853,15782,825,Psychology,"Intro to Love",4,2,3,3
854,15782,825,Psychology,"Love 101",1,2,2,4
855,15782,825,Psychology,Abnormal,3,5,5,5
856,15782,825,Psychology,830:101,3,1,1,5
857,15782,825,Psychology,General,4,3,4,4
858,60282,825,Biology,BIOMDSOC,2,3,3,1
859,60282,825,Biology,"BIO 102",1,3,4,4
860,60282,825,Biology,"Fund Neuro 245",2,5,3,4
861,60282,825,Biology,"Summer Bio 101",2,2,3,3
862,60282,825,Biology,"Fund Of Neuro",1,5,4,4
863,60282,825,Biology,"Bio 101",1,3,3,4
864,60282,825,Biology,fdfd,1,4,5,3
865,60282,825,Biology,"Anatomy 1",1,3,4,2
866,60282,825,Biology,BIo,1,3,3,4
867,60282,825,Biology,HumSex119,1,3,1,2
868,60282,825,Biology,ANAT127,2,4,4,4
869,60282,825,Biology,Biomed150,1,2,2,1
870,60282,825,Biology,Neuro245,2,5,4,5
871,60282,825,Biology,BioMd150,2,3,3,4
872,60282,825,Biology,Biolo223,1,4,3,3
873,60282,825,Biology,Biome141,1,2,1,3
874,60282,825,Biology,ANAT128,1,4,4,4
875,60282,825,Biology,BIO141,1,4,4,4
876,60282,825,Biology,Anat101,1,2,3,4
877,60282,825,Biology,BIOMED,2,5,5,5
878,60282,825,Biology,bioso01,1,3,4,4
879,60282,825,Biology,BIOMDSOC,1,5,5,5
880,60282,825,Biology,BIOMDSOC,1,3,1,4
881,60282,825,Biology,AP127,1,4,4,5
882,60282,825,Biology,bio102,1,5,5,5
883,60282,825,Biology,BIO101,1,4,3,5
884,60282,825,Biology,BIO102,2,4,4,3
885,60282,825,Biology,Bio101,1,1,1,2
886,60282,825,Biology,CBN265,1,5,5,5
887,60282,825,Biology,CBN245,1,2,2,5
888,60282,825,Biology,Neuro245,1,4,3,4
889,60282,825,Biology,HUMANSEX,1,4,4,5
890,60282,825,Biology,AP01,1,3,3,3
891,60282,825,Biology,HumSe119,1,2,2,3
892,60282,825,Biology,Neuro245,1,4,3,4
893,60282,825,Biology,Nuero245,2,4,3,4
894,60282,825,Biology,BioMe01,2,2,3,1
895,60282,825,Biology,Biome103,3,4,4,3
896,60282,825,Biology,BIO150,3,4,4,4
897,60282,825,Biology,biome102,1,4,3,3
898,60282,825,Biology,ANAT127,2,5,4,5
899,60282,825,Biology,Neuro245,2,5,5,5
900,60282,825,Biology,hmsex101,1,3,3,3
901,60282,825,Biology,HumnSex,4,3,5,4
902,60282,825,Biology,neuro245,2,5,4,5
903,60282,825,Biology,Bio150,1,5,5,3
904,60282,825,Biology,AP100,1,4,4,4
905,60282,825,Biology,anat127,1,5,4,3
906,60282,825,Biology,Anat127,1,5,4,4
907,60282,825,Biology,BioH5,1,5,4,4
908,60282,825,Biology,bio102,1,3,3,4
909,60282,825,Biology,Bio102,1,3,3,2
910,60282,825,Biology,bio101,1,3,4,4
911,60282,825,Biology,NEURO245,2,4,4,5
912,60282,825,Biology,Anat127,1,5,4,5
913,60282,825,Biology,Neuro245,1,3,2,5
914,60282,825,Biology,bio101,1,3,3,3
915,60282,825,Biology,BIO101,1,4,3,3
916,60282,825,Biology,bio101,2,4,4,4
917,60282,825,Biology,Neuro245,2,4,3,4
918,60282,825,Biology,HUSEX182,1,5,5,1
919,60282,825,Biology,NEURO101,2,5,5,3
920,60282,825,Biology,Neuro245,1,3,3,3
921,60282,825,Biology,HuSex101,1,3,3,2
922,60282,825,Biology,neuro245,1,1,1,5
923,60282,825,Biology,neuro245,4,5,5,5
924,60282,825,Biology,bio300,2,5,4,3
925,60282,825,Biology,BSBMI02,2,2,4,4
926,60282,825,Biology,bio150,4,4,5,4
927,60282,825,Biology,Bio150,1,1,1,1
928,60282,825,Biology,Neuro245,1,4,4,5
929,60282,825,Biology,Anato103,1,4,3,5
930,60282,825,Biology,HuSex182,2,3,5,4
931,60282,825,Biology,Neuro245,1,4,4,4
932,60282,825,Biology,AnatPhys,1,4,4,4
933,60282,825,Biology,SEX101,4,4,4,5
934,60282,825,Biology,Neuro245,1,5,2,3
935,60282,825,Biology,BIO182,3,5,5,5
936,60282,825,Biology,HSEX,1,1,4,4
937,60282,825,Biology,Neuro200,2,2,2,4
938,60282,825,Biology,Neuro245,1,2,2,5
939,60282,825,Biology,BIO102,1,2,2,1
940,60282,825,Biology,Bio102,1,2,1,3
941,60282,825,Biology,Bio198,1,5,4,2
942,60282,825,Biology,BioM150,2,4,5,4
943,60282,825,Biology,Bio101,1,2,3,3
944,60282,825,Biology,BIO02,2,2,3,4
945,60282,825,Biology,BIO102,1,2,3,1
946,60282,825,Biology,BioIssu,1,1,1,4
947,60282,825,Biology,BioM150,2,4,5,3
948,60282,825,Biology,BIo100,2,4,4,2
949,60282,825,Biology,FunNB245,1,2,2,2
950,60282,825,Biology,Bio102,1,2,3,5
951,60282,825,Biology,HumanSexu,2,1,1,4
952,60282,825,Biology,biobio,1,5,4,3
953,60282,825,Biology,HumanSex,3,5,4,5
954,60282,825,Biology,bio101,1,4,2,3
955,60282,825,Biology,humansex,1,5,2,4
956,60282,825,Biology,HumSe101,1,5,4,4
957,60282,825,Biology,HUMSEX,1,3,3,3
958,60282,825,Biology,HumanSex,1,3,2,1
959,60282,825,Biology,HumanSex,1,5,4,1
960,60282,825,Biology,Bio150,1,5,4,2
961,60282,825,Biology,BIOM150,3,4,3,3
962,60282,825,Biology,HumanSex,1,1,2,3
963,60282,825,Biology,HumanSex,1,2,2,5
964,60282,825,Biology,BSBM101,3,5,4,5
965,60282,825,Biology,bio150,4,5,5,4
966,60282,825,Biology,bio102,2,5,5,5
967,60282,825,Biology,bio102,2,5,5,5
968,60282,825,Biology,bio102,2,5,5,5
969,60282,825,Biology,neuro245,1,1,1,1
970,60282,825,Biology,BIO245,3,4,3,5
971,60282,825,Biology,Neuro245,1,1,4,5
972,60282,825,Biology,BIO182,1,1,3,4
973,60282,825,Biology,HSex182,1,1,1,1
974,60282,825,Biology,BIO101,3,5,5,4
975,60282,825,Biology,HumanSex,1,5,4,2
976,60282,825,Biology,HumanSex,2,5,5,4
977,60282,825,Biology,Humansex,5,4,4,4
978,60282,825,Biology,Humansex,5,5,5,5
979,60282,825,Biology,HumanSexu,5,4,4,5
980,60282,825,Biology,BIO150,2,3,4,3
981,60282,825,Biology,sexuality,5,4,4,4
982,60282,825,Biology,HumanSexu,5,4,4,5
983,60282,825,Biology,HumanSexu,5,4,4,4
984,60282,825,Biology,BSBMI150,1,4,4,4
985,60282,825,Biology,Bio150,1,5,5,1
986,60282,825,Biology,BIO150,3,4,4,5
987,60282,825,Biology,biosoc,1,5,5,5
988,60282,825,Biology,apSECT,1,5,5,5
989,60282,825,Biology,biomed,1,3,4,1
990,60282,825,Biology,anat127,3,5,5,3
991,60282,825,Biology,Bio150,1,1,1,1
992,60282,825,Biology,"fund of neuro",2,5,5,5
993,60282,825,Biology,"human sexuality",1,2,4,4
994,60282,825,Biology,Bio102,2,5,5,5
995,60282,825,Biology,"Neuribio 245",2,5,5,5
996,60282,825,Biology,Neuro,1,5,5,5
997,60282,825,Biology,"146:245 Neuro",3,5,5,4
998,60282,825,Biology,"Hum sex",3,1,1,1
999,60282,825,Biology,A&P,1,5,4,5
1000,60282,825,Biology,"human sex",1,1,1,5
1001,60282,825,Biology,"Human Sexuality",2,3,2,5
1002,60282,825,Biology,"Human Sexuality",2,4,4,5
1003,60282,825,Biology,"Human Sexuality",1,4,3,4
1004,60282,825,Biology,Sexuality,1,2,2,5
1005,60282,825,Biology,"Human Sexuality",2,2,3,3
1006,60282,825,Biology,"Human Secuality",2,3,3,3
1007,60282,825,Biology,"Hum Sex",2,5,4,4
1008,60282,825,Biology,"Bio Soc Med",2,4,5,2
1009,60282,825,Biology,"Human Sexuality",1,3,4,1
1010,60282,825,Biology,"Hum. Sexuality",3,5,4,5
1011,60282,825,Biology,"Bio,med issues",2,4,3,2
1012,60282,825,Biology,"Human Sexuality",3,5,5,4
1013,60282,825,Biology,"An. & Phys.",5,4,2,5
1014,60282,825,Biology,"Phys. and Anat.",5,4,3,5
1015,60282,825,Biology,biology,1,5,4,3
1016,60282,825,Biology,"biomed issues",2,5,5,4
1017,60282,825,Biology,119:150,3,5,4,4
1018,60282,825,Biology,"BioMedSoc Issue",1,3,2,3
1019,60282,825,Biology,"BioMed Issues",5,5,5,3
1020,60282,825,Biology,"bio med issues",1,3,3,5
1021,60282,825,Biology,A&P,1,3,1,2
1022,60282,825,Biology,"bio soc med iss",1,4,3,1
1023,60282,825,Biology,"A & P",3,5,4,4
1024,60282,825,Biology,Anatomy,3,5,4,5
1025,60282,825,Biology,Biology,4,5,4,5
1026,60282,825,Biology,"Soc Evolution",3,3,4,4
1027,60282,825,Biology,"Human Sexuality",5,5,5,5
1028,60282,825,Biology,FundOfNeur-obio,2,4,4,5
1029,60282,825,Biology,"Bio 102",4,5,5,3
1030,60282,825,Biology,"bio 102",2,4,1,3
1031,60282,825,Biology,"General Biology",2,5,5,5
1032,60282,825,Biology,"Bio 102",3,5,5,5
1033,60282,825,Biology,"Human Sexuality",2,3,5,5
1034,60282,825,Biology,"Anat Phys",2,5,4,4
1035,60282,825,Biology,"anatomy physiol",1,2,4,4
1036,60282,825,Biology,"Human Sexuality",1,3,1,5
1037,60282,825,Biology,Neuroscience,5,5,5,5
1038,60282,825,Biology,"Human Sexuality",2,5,3,1
1039,60282,825,Biology,"human sexuality",1,4,5,3
1040,60282,825,Biology,"anatomy and phy",1,3,2,5
1041,60282,825,Biology,"Bio med and Iss",1,4,3,1
1042,60282,825,Biology,Neurobiology,1,5,5,5
1043,60282,825,Biology,"Biomed Issues",1,3,3,3
1044,60282,825,Biology,"Human Sexuality",1,3,2,5
1045,60282,825,Biology,01:119:127,1,2,1,5
1046,60282,825,Biology,"Bio Soc. & Med",1,5,2,5
1047,60282,825,Biology,"Bio, Soc, Biomd",2,5,3,2
1048,60282,825,Biology,"bio med & soc i",1,1,1,3
1049,60282,825,Biology,"Bio med issues",1,2,3,3
1050,60282,825,Biology,920:210,1,3,3,1
1051,60282,825,Biology,BioSocBiomed,2,4,3,2
1052,60282,825,Biology,"Bio Med Issues",2,4,1,1
1053,60282,825,Biology,"bio med",2,4,4,5
1054,60282,825,Biology,"Bio, Society",1,2,2,2
1055,60282,825,Biology,"bio soc bio med",1,3,1,4
1056,60282,825,Biology,"Biology 102",2,2,4,5
1057,60282,825,Biology,"Bio Soc",1,5,3,1
1058,60282,825,Biology,Anatomy,1,4,3,4
1059,60282,825,Biology,"Human Sexu",1,3,2,5
1060,60282,825,Biology,"hu. sex",2,5,5,4
1061,60282,825,Biology,bio/humsex,2,5,5,4
1062,81132,825,Psychology,Psych321,3,5,5,4
1063,81132,825,Psychology,"SOCIAL PSYCH",1,1,1,4
1064,81132,825,Psychology,"Gen Psych 101",5,5,5,5
1065,81132,825,Psychology,"PSYCH 321",1,3,3,4
1066,81132,825,Psychology,QUANT,4,5,4,4
1067,81132,825,Psychology,"SOC PSYCH",1,1,1,5
1068,81132,825,Psychology,socpsych,3,5,5,3
1069,81132,825,Psychology,830.101,4,3,5,4
